,地方番号,品種名,品種名（かな）,分類:水陸,分類:粳糯,系統番号,育成開始年,配布開始年,農林登録番号,農林登録年,命名年,育成地,交配組合せ
1755,"媛育1号
",,,水稲,粳,,1949,1954,,,,愛媛県　県農業試験場,"中亀/旭保44,2,4"
1756,"媛育2号
",,,水稲,粳,,1949,1954,,,,愛媛県　県農業試験場,中亀/京都旭
1757,"媛育3号
",伊予千本,,水稲,粳,,1950,1955,,,1958,愛媛県　県農業試験場,伊予旭/千本旭
1758,"媛育4号
",,,水稲,粳,,1950,1955,,,,愛媛県　県農業試験場,伊予旭/近畿25号
1759,"媛育5号
",,,水稲,粳,,1950,1955,,,,愛媛県　県農業試験場,伊予旭/愛知旭
1760,"媛育6号
",,,水稲,粳,,1950,1955,,,,愛媛県　県農業試験場,伊予旭/愛知旭
1761,"媛育7号
",,,水稲,粳,,1950,1955,,,,愛媛県　県農業試験場,伊予旭/千本旭
1762,"媛育8号
",,,水稲,粳,,1950,1955,,,,愛媛県　県農業試験場,中亀/愛知旭
1763,"媛育9号
",,,水稲,粳,,1950,1955,,,,愛媛県　県農業試験場,中亀/八州千本
1764,"媛育10号
",,,水稲,粳,,1950,1955,,,,愛媛県　県農業試験場,中亀/千本旭
1765,"媛育11号
",,,水稲,粳,,1951,1956,,,,愛媛県　県農業試験場,ベニセンゴク/中弁
1766,"媛育12号
",,,水稲,粳,,1951,1956,,,,愛媛県　県農業試験場,ベニセンゴク/千本旭
1767,"媛育13号
",,,水稲,粳,,1951,1956,,,,愛媛県　県農業試験場,ベニセンゴク/千本旭
1768,"媛育14号
",,,水稲,粳,,1951,1956,,,,愛媛県　県農業試験場,ベニセンゴク/千本旭
1769,"媛育15号
",,,水稲,粳,,1950,1956,,,,愛媛県　県農業試験場,伊予旭/愛知旭
1770,"媛育16号
",,,水稲,粳,,1950,1956,,,,愛媛県　県農業試験場,伊予旭/近畿25号
1771,"媛育17号
 
",伊予力,いよちから,水稲,粳,,1951,1956,,,1960,愛媛県　県農業試験場,ベニセンゴク/中弁176.48
1772,"媛育18号
",,,水稲,粳,,1951,1957,,,,愛媛県　県農業試験場,ベニセンゴク/近畿25号
1773,"媛育19号
",,,水稲,粳,,1954,1958,,,,愛媛県　県農業試験場,ベニセンゴク/松山三井
1774,"媛育20号
",,,水稲,粳,,1954,1959,,,,愛媛県　県農業試験場,金南風/中弁
1775,"媛育21号
",,,水稲,粳,,1955,1959,,,,愛媛県　県農業試験場,金南風/伊予旭
1776,"媛育22号
",,,水稲,粳,,1955,1959,,,,愛媛県　県農業試験場,金南風/伊予旭
1777,"媛育糯23号
",えひめもち,えひめもち,水稲,糯,,1954,1960,,,1963,愛媛県　県農業試験場,富田糯/伊予旭B2
1778,"媛育糯24号
",,,水稲,糯,,1954,1960,,,,愛媛県　県農業試験場,神力糯/亀治//九日糯///虹糯(新)
1779,"媛育25号
 
",とよみのり,とよみのり,水稲,粳,,1955,1960,,,1963,愛媛県　県農業試験場,金南風/中弁176.48
1780,"媛育26-27号
",,,水稲,粳,,1959,1965,,,,愛媛県　県農業試験場,新金南風/中弁
1781,"媛育28号
",,,水稲,粳,,1955,1966,,,,愛媛県　県農業試験場,金南風/伊予仙石3号
1782,"媛育29号
",,,水稲,粳,,1956,1966,,,,愛媛県　県農業試験場,東海3号/中弁2213
1783,"媛育30号
",,,水稲,粳,,1956,1966,,,,愛媛県　県農業試験場,新金南風/中弁
1784,"媛育31号
",,,水稲,粳,媛系36,1974,1979,,,,愛媛県　県農業試験場,西海105号/豊秀錦(在来種)
1785,"媛育32号
",,,水稲,粳,媛系67,1974,1982,,,,愛媛県　県農業試験場,せとあさひ/ミネニシキ
1786,"媛育33号
",,,水稲,粳,媛系78,1975,1982,,,,愛媛県　県農業試験場,とよCo60　4号/日本晴
1787,"媛育34号
",,,水稲,粳,媛系99,1976,1982,,,,愛媛県　県農業試験場,ミネニシキ/松山三井//道後中稲/クサナギ
1788,"媛育35号
",,,水稲,粳,媛系168,1977,1982,,,,愛媛県　県農業試験場,西海141号/松山三井
1789,"媛育36号
",,,水稲,粳,媛系129,1976,1983,,,,愛媛県　県農業試験場,南海66号//ミネニシキ/クサナギ
1790,"媛育37号
",,,水稲,粳,媛系160,1977,1983,,,,愛媛県　県農業試験場,西海141号/愛知旭
1791,"媛育38号
",,,水稲,粳,媛系182,1976,1984,,,,愛媛県　県農業試験場,南海66号//道後中稲/黄金錦
1792,"媛育39号
",,,水稲,粳,媛系208,1981,1988,,,,愛媛県　県農業試験場,アケボノ/関東120号
1793,"媛育40号
 
",ひめのまい,ひめのまい,水稲,粳,媛系253,1983,1989,,,1990,愛媛県　県農業試験場,コガネマサリ/松山三井
1794,"媛育41号
",,,水稲,粳,媛系306,1985,1994,,,,愛媛県　県農業試験場,西海168号/媛育37号
1795,"媛育42号
",,,水稲,粳,媛系323,1986,1997,,,,愛媛県　県農業試験場,関東PL5/黄金晴
1796,"媛育43号
",,,水稲,粳,媛系325,1986,1996,,,,愛媛県　県農業試験場,関東PL5/セトホマレ
1797,"媛育44号
",,,水稲,粳,媛系367,1987,1995,,,,愛媛県　県農業試験場,碧風/関東PL5
1798,"媛育45号
",,,水稲,粳,媛系413,1989,,,,,愛媛県　県農業試験場,日本晴/ヒノヒカリ
1799,"媛育46号
",,,水稲,粳,媛系450,1989,,,,,愛媛県　県農業試験場,西海181号/ヒノヒカリ
1800,"媛育47号
",,,水稲,粳,媛系465,1989,1997,,,,愛媛県　県農業試験場,媛育40号/ヒノヒカリ
1801,"媛育48号
",,,水稲,粳,媛系487,1991,,,,,愛媛県　県農業試験場,ヒノヒカリ/中部78号
1802,"媛育葯49号
",,,水稲,粳,伊系23,1991,1997,,,,愛媛県　県農業試験場,黄金晴/あきたこまち
1803,"媛育50号
 
",愛のゆめ,あいのゆめ,水稲,粳,媛系447,1989,1997,,,2002,愛媛県　県農業試験場,西海181号/ヒノヒカリ
1804,"媛育51号
",,,水稲,粳,媛系527,1992,1998,,,,愛媛県　県農業試験場,コシヒカリ/月の光
1805,"媛育52号
",,,水稲,粳,媛系567,1992,1998,,,,愛媛県　県農業試験場,黄金晴/あきたこまち
1806,"媛育葯53号
",,,水稲,粳,伊系76,1993,1998,,,,愛媛県　県農業試験場,黄金晴/祭り晴
1807,"媛育54号
",,,水稲,粳,媛系535,1992,1999,,,,愛媛県　県農業試験場,コシヒカリ/中部85号
1808,"媛育55号
",,,水稲,粳,媛系638,1993,1999,,,,愛媛県　県農業試験場,愛知92号/はなの舞い
1809,"媛育56号
",,,水稲,粳,媛系610,1993,2000,,,,愛媛県　県農業試験場,西海201号/関東166号
1810,"媛育57号
",,,水稲,粳,媛系642,1993,2001,,,,愛媛県　県農業試験場,愛知92号/はなの舞
1811,"媛育葯58号
",,,水稲,粳,伊系187,1997,2001,,,,愛媛県　県農業試験場,媛育葯49号/中部95号
1812,"媛育59号
",,,水稲,粳,媛系690,1994,2001,,,,愛媛県　県農業試験場,ヒノヒカリ/愛知96号
1813,"媛育60号
",,,水稲,粳,媛系809,1996,2002,,,,愛媛県　県農業試験場,媛育46号/中国145号
1814,"媛育61号
",,,水稲,粳,媛系824,1997,2003,,,,愛媛県　県農業試験場,こいごころ/はえぬき
1815,"媛育62号
",,,水稲,粳,媛系837,1997,2003,,,,愛媛県　県農業試験場,愛知93号/西海232号
1816,"媛育63号
",,,水稲,粳,媛系885,1997,2003,,,,愛媛県　県農業試験場,中国145号/関東191号
1817,"媛育64号
",,,水稲,粳,媛系929,1998,2004,,,,愛媛県　県農業試験場,ヒノヒカリ/西海232号
1818,"媛育葯65号
",,,水稲,粳,伊系246,2000,2004,,,,愛媛県　県農業試験場,西海232号/中部102号
1819,"媛育66号
",,,水稲,粳,媛系886,1997,2004,,,,愛媛県　県農業試験場,中国145号/関東191号
1820,"媛育67号
",,,水稲,粳,媛系692,1994,2004,,,,愛媛県　県農業試験場,関東168号/あいちのかおり
1821,"媛育68号
",,,水稲,粳,媛系943,1998,2006,,,,愛媛県　県農業試験場,媛育46号/西海220号
1822,"媛育69号
",,,水稲,粳,媛系1080,2000,2006,,,,愛媛県　県農業試験場,こいごころ/祭り晴
1823,"媛育70号
",,,水稲,粳,媛系1082,2000,2007,,,,愛媛県　県農業試験場,西海232号/媛育51号
1824,"媛育71号
",媛育71号,ひめいく71ごう,水稲,粳,媛系1016,1999,2009,,,2015,愛媛県　県農林水産研究所農業研究部,媛育50号/関東202号
1825,"媛育72号
",,,水稲,粳,媛系1177,2001,2009,,,,愛媛県　県農林水産研究所農業研究部,北陸190号/媛育59号
1826,"媛育73号
",ひめの凜,ひめのりん,水稲,粳,媛系1246,2002,2009,,,2018,愛媛県　県農林水産研究所農業研究部,媛育56号/西海245号
1827,"媛育74号
",,,水稲,粳,媛系1253,2002,2010,,,,愛媛県　県農林水産研究所農業研究部,媛育56号/西海250号
1828,"媛育75号
",,,水稲,粳,媛系1281,2003,2011,,,,愛媛県　県農林水産研究所農業研究部,西海232号/西海251号
1829,"媛育76号
",,,水稲,粳,媛系1356,2004,2012,,,,愛媛県　県農林水産研究所農業研究部,媛育66号/ふさおとめ
1830,"媛育77号
",,,水稲,粳,媛系1382,2006,2012,,,,愛媛県　県農林水産研究所農業研究部,にこまる/媛育63号
1831,"媛育78号
",,,水稲,粳,媛系1367,2004,2012,,,,愛媛県　県農林水産研究所農業研究部,媛育67号/ミルキープリンセス
1832,"媛育79号
",,,水稲,粳,媛系1495,2012,2019,,,,愛媛県　県農林水産研究所農業研究部,中国188号/5*媛育71号
1833,"媛育80号
",,,水稲,粳,媛系1496,2012,2019,,,,愛媛県　県農林水産研究所農業研究部,中国188号/5*媛育71号
1834,"媛育81号
",,,水稲,粳,媛系1497,2012,2019,,,,愛媛県　県農林水産研究所農業研究部,中国188号/5*媛育71号
1835,"媛育82号
",,,水稲,粳,媛系1498,2012,2019,,,,愛媛県　県農林水産研究所農業研究部,中国188号/5*媛育71号
1836,"媛育83号
",媛育83号,ひめいく83ごう,水稲,粳,媛系1499,2012,2019,,,2020,愛媛県　県農林水産研究所農業研究部,中国188号/5*媛育71号
1837,"媛育84号
",,,水稲,粳,媛系1466,2012,2020,,,,愛媛県　県農林水産研究所農業研究部,おてんとそだち/西海259号
1838,"媛育85号
",,,水稲,粳,媛系1479,2013,2022,,,,愛媛県　県農林水産研究所農業研究部,媛育71号/みずほの輝き
1839,"媛育86号
",,,水稲,粳,媛系1480,2013,2022,,,,愛媛県　県農林水産研究所農業研究部,媛育71号/みずほの輝き
1840,"山弁31,20号
",,,水稲,粳,,1919,1925,,,,愛媛県　県農事試験場,山重早生12号/弁慶116号
1841,"小嘉852,79,8号
",,,水稲,粳,,1922,1925,,,,愛媛県　県農事試験場,剣160号(小神力160号)/嘉339号
1842,"早仙813,60,52号
",,,水稲,粳,,1925,1928,,,,愛媛県　県農事試験場,小早683号/仙石130号
1843,"支戦83,12,6号
",,,水稲,粳,,1923,1928,,,,愛媛県　県農事試験場,"支晩33,54号/伊予戦捷1号"
1844,"中弁122,134,7,75号
",,,水稲,粳,,1919,1928,,,,愛媛県　県農事試験場,中生神力5号/弁慶116号
1845,"中弁176,99,32,161,50号
",,,水稲,粳,,1919,1928,,,,愛媛県　県農事試験場,中生神力5号/弁慶116号
1846,"神弁1834,21,4号
",,,水稲,粳,,1920,1928,,,,愛媛県　県農事試験場,神力669号/弁慶116号
1847,"仙剣16,66,38号
",,,水稲,粳,,1921,1928,,,,愛媛県　県農事試験場,仙石94号/剣160号
1848,"仙剣1694,60,7号
",,,水稲,粳,,1921,1928,,,,愛媛県　県農事試験場,仙石94号/剣160号
1849,"小仙無10,63,3号
",,,水稲,粳,,1923,1928,,,,愛媛県　県農事試験場,"小雄76,421,9号/仙石94,29号"
1850,"仙道中1196,15号
",,,水稲,粳,,1924,1928,,,,愛媛県　県農事試験場,仙石130号/道後中稲1号
1851,"仙支1468,5号
",,,水稲,粳,,1924,1928,,,,愛媛県　県農事試験場,"仙石130号/支晩33,54号"
1852,"仙支573,6,20,14号
",,,水稲,粳,,1924,1928,,,,愛媛県　県農事試験場,"仙石130号/支晩33,54号"
1853,"小滋134,38号
",,,水稲,粳,,1923,1926,,,,愛媛県　県農事試験場,"小雄76,421,9号/滋関11,17号"
1854,"小滋17,3,16号
",,,水稲,粳,,1923,1926,,,,愛媛県　県農事試験場,"小雄76,421,9号/滋関11,17号"
1855,"小関1461,1,19号
",,,水稲,粳,,1923,1926,,,,愛媛県　県農事試験場,"小穀530,89,87号/滋関11,17号"
1856,"小関16666,57,30号
",,,水稲,粳,,1923,1926,,,,愛媛県　県農事試験場,"小穀530,89,87号/滋関11,17号"
1857,"神関12,6,36号
",,,水稲,粳,,1923,1926,,,,愛媛県　県農事試験場,"神力404,35号/滋関11,17号"
1858,"神関17,1,33号
",,,水稲,粳,,1923,1926,,,,愛媛県　県農事試験場,"神力404,35号/滋関11,17号"
1859,"中弁仙529,32,4号
",,,水稲,粳,,1925,1928,,,,愛媛県　県農事試験場,"中弁122,23,35号/仙石130号"
1860,"中弁仙691,58,35,33号
",,,水稲,粳,,1925,1928,,,,愛媛県　県農事試験場,"中弁122,23,35号/仙石130号"
1861,"小穀12,57,64,14,11号
",,,水稲,粳,,1916,1925,,,,愛媛県　県農事試験場,剣160号/穀良都424号
1862,"小穀323,12,28,37号
",,,水稲,粳,,1916,1925,,,,愛媛県　県農事試験場,剣160号/穀良都424号
1863,"小早592,67,68号
",,,水稲,粳,,1921,1925,,,,愛媛県　県農事試験場,"小穀12,57,38号/早神糯14,47号"
1864,"小雄76,421,10,6号
",,,水稲,粳,,1915,1926,,,,愛媛県　県農事試験場,剣160号/雄町143号
1865,"小弁147,158号
",,,水稲,粳,,1919,1926,,,,愛媛県　県農事試験場,剣160号/弁慶116号
1866,"小弁197,117号
",,,水稲,粳,,1919,1926,,,,愛媛県　県農事試験場,剣160号/弁慶116号
1867,"山仙775,31,44号
",,,水稲,粳,,1919,1926,,,,愛媛県　県農事試験場,"山弁31,24号/仙石130号"
1868,"山仙823,53,57号
",,,水稲,粳,,1919,1926,,,,愛媛県　県農事試験場,"山弁31,24号/仙石130号"
1869,"中弁214,47号
",,,水稲,粳,,1919,1928,,,,愛媛県　県農事試験場,中生神力5号/弁慶116号
1870,"ハツ南1号
",,,水稲,粳,,1958,1973,,,,愛媛県　県農業試験場,ハツシモ/金南風
1871,"ハツ南2号
",,,水稲,粳,,1958,1973,,,,愛媛県　県農業試験場,ハツシモ/金南風
1872,"ハツ南3号
",,,水稲,粳,,1958,1973,,,,愛媛県　県農業試験場,ハツシモ/金南風
1873,"ハツ南4号
",,,水稲,粳,,1958,1973,,,,愛媛県　県農業試験場,ハツシモ/金南風
1874,"セト旭1号
",,,水稲,粳,,1959,1972,,,,愛媛県　県農業試験場,セトホナミ/伊予旭
1875,"セト旭2号
",,,水稲,粳,,1959,1972,,,,愛媛県　県農業試験場,セトホナミ/伊予旭
1876,"セト旭3号
",,,水稲,粳,,1959,1972,,,,愛媛県　県農業試験場,セトホナミ/伊予旭
1877,"セト旭4号
",,,水稲,粳,,1959,1972,,,,愛媛県　県農業試験場,セトホナミ/伊予旭
1878,"セト旭5号
",,,水稲,粳,,1959,1972,,,,愛媛県　県農業試験場,セトホナミ/伊予旭
1879,"セト旭6号
 
",せとあさひ,せとあさひ,水稲,粳,,1959,1972,,,1974,愛媛県　県農業試験場,セトホナミ/伊予旭
1880,"セト旭7号
",,,水稲,粳,,1959,1973,,,,愛媛県　県農業試験場,セトホナミ/伊予旭
